Refseq_015	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0.712	0.787	0.153	0.622	0.182	0.101	-0.036	0.173	-0.097	0.085	0.073	1
Refseq_016	4	2	0	0	0	3	7	0	0	0	1	3	0	4	1	2	0	-0.378	-0.113	0.183	0.276	0.222	0.083	0.223	-0.079	-0.104	0.142	0.506	1
Refseq_017	31	18	2	1	2	6	0	2	0	0	0	3	1	1	2	0	0	0.242	0.529	0.56	0.577	0.536	-0.036	-0.157	-0.206	-0.065	-0.33	-0.232	1
Refseq_018	5	10	2	2	2	7	0	0	0	0	1	3	1	1	4	0	0	-0.592	-0.691	-0.444	-0.551	-0.007	0.268	0.727	0.574	0.539	0.217	1.663	1
Refseq_019	50	60	2	3	2	3	4	0	0	0	1	3	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_020	14	18	4	0	0	5	6	2	2	2	0	1	1	0	0	0	0	-0.272	-0.139	-0.506	-0.209	-0.424	0.137	0.346	0.263	0.152	0.521	0.903	1
Refseq_021	38	76	0	2	0	0	0	0	0	0	0	3	0	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_022	7	12	2	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0.244	0.208	0.288	0.41	0.401	-0.056	-0.429	0.101	-0.097	0.188	-0.228	1
Refseq_023	3	4	0	1	0	0	0	0	0	0	1	3	0	6	3	2	0	0.518	0.366	0.649	0.399	0.145	0.044	0.049	-0.177	0.064	0.13	0.122	1
Refseq_024	47	84	2	2	0	0	0	0	0	0	0	2	0	2	1	0	0	-1.165	-1.096	-0.598	-0.344	-0.161	-0.088	-0.234	-0.518	-0.361	-0.887	-1.433	1
Refseq_025	43	86	0	3	0	0	0	0	0	0	0	4	1	5	4	2	0	-1.513	-0.429	-1.453	-1.527	-0.855	-0.566	-2.805	-0.851	-0.562	-1.168	2.485	1
Refseq_026	3	6	2	1	2	1	6	6	6	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_027	43	86	0	3	0	0	0	0	0	0	0	3	0	5	4	2	0	0.264	0.414	0.16	0.445	0.105	-0.001	-0.036	-0.205	-0.037	-0.187	0.108	1
Refseq_028	37	36	4	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0.245	0.396	0.096	0.206	0.106	0.202	0.822	0.405	-0.236	0.004	0.006	1
Refseq_029	2	2	2	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0.869	1.282	0.924	1.172	0.777	0.527	1.147	0.56	0.57	0.235	-0.229	1
Refseq_030	7	12	2	0	0	1	0	0	0	0	2	1	1	0	0	0	0	1.301	1.074	0.947	1.294	1.42	0.096	0.403	0.182	0.597	-0.612	-0.989	1
Refseq_031	3	4	0	0	0	0	0	0	0	0	1	3	0	7	2	6	0	0.048	0.283	-0.01	0.224	0.59	-0.199	0.049	-0.231	-0.231	-0.338	-0.327	1
Refseq_032	13	20	0	2	0	0	0	0	0	0	1	2	0	1	4	0	0	0.198	-0.086	0.096	0.121	0.167	0.891	-0.003	-0.11	0.021	-0.164	0.417	1
Refseq_033	8	12	8	3	4	8	25	14	12	6	0	1	0	0	2	0	0	0.47	-0.025	-0.162	0.518	0.103	0.133	0.173	0.656	0.199	0.221	0.256	1
Refseq_034	5	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0.269	0.694	0.457	0.183	0.081	0.062	0.374	0.18	0.265	0.03	0.185	1
Refseq_035	14	22	6	7	2	15	14	6	6	1	0	1	0	1	0	0	0	0.45	0.606	0.407	0.866	1.324	0.143	0.786	0.444	0.044	-0.329	-0.844	1
Refseq_036	7	8	0	0	0	130	146	39	59	14	1	2	0	3	1	0	0	0.504	0.364	0.192	0.214	0.271	0.073	0.166	0.004	0.123	0.244	0.143	1
Refseq_037	13	16	2	2	2	2	0	0	0	0	2	3	0	2	1	0	3	-0.892	-0.739	-1.064	-1.26	-0.73	0.617	-0.649	-0.176	-0.261	0.005	-0.382	1
Refseq_038	30	42	2	2	0	14	24	6	10	0	0	1	1	0	0	0	0	0.281	0.334	0.296	0.548	0.539	0.488	0.327	0.33	0.493	0.476	0.625	1
Refseq_039	17	10	2	1	2	5	2	2	2	2	0	1	1	0	0	0	0	0.481	0.437	0.833	0.672	0.23	0.147	0.691	0.363	0.935	0.759	0.135	1
Refseq_040	12	16	4	3	2	21	22	13	20	9	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_041	57	56	8	6	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_042	12	20	2	5	2	4	3	1	3	1	0	1	0	2	0	0	0	0.386	1.015	0.54	1.07	1	0.031	-0.015	0.023	0.28	-1.393	-1.085	1
Refseq_043	0	0	0	0	0	8	6	3	3	3	0	1	0	3	0	0	0	0.439	-0.045	0.393	0.418	0.501	0.125	0.492	0.022	0.715	0.627	0.264	1
Refseq_044	17	28	4	7	4	17	23	4	17	4	0	1	0	1	0	0	0	-0.715	-0.699	-1.018	-0.694	-1.414	-0.158	-0.132	-0.407	-0.292	0.203	-0.321	1
Refseq_045	19	34	2	5	2	9	10	4	8	4	1	1	1	0	0	0	0	-0.044	-0.043	0.409	0.618	-0.138	-0.085	-0.166	-0.496	-0.106	-1.038	-0.593	1
Refseq_046	40	52	16	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0.198	-0.054	0.198	0.285	0.182	-0.037	0.011	0.113	-0.326	-0.482	-0.263	1
Refseq_047	31	50	6	12	2	66	109	26	74	22	2	1	0	2	0	0	0	0.599	0.492	0.018	0.26	0.646	0.583	0.902	0.534	0.713	0.525	0.175	1
Refseq_048	7	12	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1.09	0.427	0.381	0.484	0.762	0.571	0.901	0.757	0.827	0.523	0.348	1
Refseq_049	2	2	2	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.45	0.606	0.407	0.866	1.324	0.143	0.786	0.444	0.044	-0.329	-0.844	1
Refseq_050	2	2	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	-0.79	-1.043	-0.385	-0.74	-0.664	-0.147	-0.231	-0.788	-0.39	-1.271	-0.461	1
Refseq_051	5	8	2	0	0	3	2	0	0	0	0	1	1	0	0	0	0	0.923	0.084	0.704	0.249	-0.056	0.333	1.016	0.486	0.1	-0.055	-0.129	1
Refseq_052	17	24	2	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0.944	0.937	1.032	0.633	0.655	0.442	0.623	0.161	0.362	-0.064	0.063	1
Refseq_053	6	10	0	1	0	2	2	0	2	0	0	1	1	0	0	0	0	0.719	0.756	0.279	0.303	0.404	-0.092	0.084	0.295	-0.113	-0.023	0.039	1
Refseq_054	7	12	6	1	2	1	0	0	0	0	0	1	0	0	1	0	0	0.451	0.457	0.708	0.745	1.07	0.319	0.504	0.849	0.448	0.242	-0.034	1
Refseq_055	8	12	2	1	0	54	52	28	12	4	0	1	0	1	0	0	0	1.415	0.919	0.888	0.73	1.069	-0.097	-0.453	-0.146	0.088	-0.741	-0.541	1
Refseq_056	5	10	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.418	0.041	-0.009	-0.25	0.276	0.207	0.175	0.214	0.761	0.116	-0.093	1
Refseq_057	28	38	2	4	2	3	0	0	0	0	0	1	1	0	0	0	0	-0.33	-0.445	-0.491	0.034	0.442	-0.038	1.286	0.798	-0.242	-0.723	-0.712	1
Refseq_058	26	28	0	3	0	5	8	4	4	4	0	1	0	0	1	0	0	0.828	0.149	0.292	1.017	0.812	0.127	0.438	0.277	0.861	-0.681	-0.812	1
Refseq_059	4	8	0	1	0	6	12	0	2	0	1	1	1	0	0	0	0	0.149	0.222	0.459	0.313	0.382	-0.065	-0.31	0.045	-0.094	0.462	0.518	1
Refseq_060	35	50	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-0.1	0.036	-0.941	-1.136	-0.765	-0.261	0.318	0.63	-0.192	0.488	0.826	1
Refseq_061	13	24	2	1	2	0	0	0	0	0	0	1	1	0	0	0	0	-0.019	0.062	0.149	-0.142	-0.045	0.251	0.441	0.217	0.118	0.838	0.332	1
Refseq_062	34	44	8	4	2	5	6	2	6	2	0	1	1	0	0	0	0	0.309	0.787	0.143	0.21	0.666	0.831	1.486	0.464	1.078	0.531	0.291	1
Refseq_063	11	18	0	0	0	8	9	3	0	0	0	1	1	0	0	0	0	0.418	1.205	1.009	1.486	1.492	0.455	0.065	0.666	0.269	0.477	0.014	1
Refseq_064	3	4	0	0	0	4	2	2	2	2	0	1	1	0	0	0	0	0.316	0.328	0.084	0.041	-0.208	-0.37	-0.282	-0.504	-0.623	-0.676	-0.089	1
Refseq_065	12	22	0	0	0	2	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_066	8	8	0	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0.483	-0.261	1.003	0.439	0.769	0.167	0.277	0.415	0.353	-0.008	0.176	1
Refseq_067	3	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.074	0.046	0.012	-0.208	-0.087	0.011	-0.32	-0.06	-0.061	-1.235	-0.993	1
Refseq_068	13	18	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.232	0.352	0.55	0.459	0.524	-0.027	0.044	0.312	0.017	-0.436	-0.558	1
Refseq_069	7	14	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1.078	0.698	0.681	0.35	0.775	0.291	0.26	0.325	0.766	0.169	-0.165	1
Refseq_070	5	8	4	1	2	12	4	4	2	2	0	1	0	1	0	0	0	1.077	0.989	1.045	0.572	0.61	0.176	0.333	-0.073	0.023	-0.401	-0.084	1
Refseq_071	3	6	2	0	0	3	6	2	0	0	0	1	0	1	0	0	0	0.591	0.291	0.449	0.073	0.029	-0.067	-0.032	0.484	-0.17	0.228	-0.214	1
Refseq_072	13	16	0	2	0	0	0	0	0	0	0	2	0	1	1	0	0	-0.72	-0.469	-0.562	-0.194	-0.254	-0.355	-0.238	-0.187	-0.205	-0.22	-0.276	1
Refseq_073	3	4	0	1	0	22	19	8	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_074	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1.13	0.943	0.857	0.963	1.022	0.198	0.676	0.236	0.037	-0.642	-0.225	1
Refseq_075	4	6	0	0	0	1	6	6	6	6	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_076	8	12	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-0.005	0.018	-0.173	0.241	1.021	0.212	0.52	0.252	1.052	-0.203	-0.228	1
Refseq_077	2	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_078	40	44	12	4	4	7	10	2	6	0	0	2	0	8	1	0	0	0.405	0.356	0.5	0.737	0.501	0.201	0.084	0.992	-0.154	0.036	-0.651	1
Refseq_079	4	8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-2.383	-2.261	-1.823	-1.736	-2.106	-0.519	-1.691	-1.08	-1.333	0.234	1.532	1
Refseq_080	4	8	0	0	0	17	23	5	7	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_081	15	20	6	5	4	0	0	0	0	0	0	1	1	0	0	0	0	-0.267	0.306	0.621	0.462	0.698	0.414	-0.05	0.077	0.697	0.298	1.054	1
Refseq_082	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1.636	1.073	1.166	0.92	0.7	0.065	0.067	0.089	0.145	0.012	-0.034	1
Refseq_083	2	0	0	0	0	14	10	6	3	3	0	1	0	1	0	0	0	-0.243	0.111	-0.657	-0.12	-0.256	-0.534	0.057	-0.972	-0.621	-1.694	-2.872	1
Refseq_084	2	2	2	0	0	5	2	2	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_085	0	0	0	0	0	9	4	1	0	0	2	1	0	2	0	0	0	0.121	0.172	0.01	0.262	0.362	0.196	0.991	0.985	0.684	0.513	0.048	1
Refseq_086	5	8	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_087	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	-0.842	-0.151	-0.265	-0.585	-0.297	0.649	1.518	0.841	1.352	1.696	1.764	1
Refseq_088	4	8	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_089	5	4	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0.24	0.414	0.087	-0.09	-0.005	0.019	-0.488	-0.244	-0.208	0.647	1.459	1
Refseq_090	4	8	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1.008	0.619	0.745	0.209	0.288	0.15	0.204	0.522	-0.017	-0.008	-0.243	1
Refseq_091	4	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_092	0	0	0	0	0	9	14	4	12	4	2	1	0	2	0	0	0	0.443	0.637	0.255	0.411	0.259	0.259	0.274	0.026	0.094	-0.014	-0.004	1
Refseq_093	28	26	2	3	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_094	3	6	2	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0.822	0.513	0.773	0.604	0.637	0.249	0.49	0.91	0.344	-0.608	0.095	1
Refseq_095	3	4	0	0	0	2	0	2	0	2	0	1	1	0	0	0	0	0.455	0.828	0.769	0.613	0.716	0.132	0.491	-0.003	0.105	0.058	-0.024	1
Refseq_096	4	4	0	0	0	3	2	0	2	0	0	1	1	0	0	0	0	0.607	0.911	0.831	0.32	0.965	0.254	0.436	1.06	0.655	0.735	0.181	1
Refseq_097	11	14	0	0	0	1	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_098	2	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_099	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_100	5	10	0	2	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_101	1	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1.201	0.822	0.938	0.612	0.625	0.317	0.94	0.92	0.967	0.413	0.139	1
Refseq_102	2	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0.822	0.513	0.773	0.604	0.637	0.249	0.49	0.91	0.344	-0.608	0.095	1
Refseq_103	44	34	12	4	4	5	8	0	2	0	0	1	1	0	0	0	0	0.197	1.144	0.683	0.621	0.086	0.082	-0.761	-0.163	-0.214	0.062	-0.234	1
Refseq_104	24	14	4	2	2	18	12	2	10	2	0	1	1	0	0	0	0	0.81	0.48	1.181	0.526	0.173	-0.129	-0.978	-0.362	-0.151	-0.294	-0.286	1
Refseq_105	81	86	14	8	2	3	5	0	5	0	0	1	1	0	0	0	0	0.147	0.014	0.146	0.066	0.441	0.006	-0.024	0.118	-0.305	-0.152	0.029	1
Refseq_106	23	18	4	2	2	5	5	0	5	0	0	1	1	0	0	0	0	0.489	0.214	0.076	0.054	-0.28	0.063	0.133	0.149	-0.006	-0.008	-0.341	1
Refseq_107	18	12	6	0	0	9	11	2	9	2	0	1	1	0	0	0	0	0.718	0.8	0.474	0.731	0.358	0.341	0.502	0.12	0.081	0.315	-0.139	1
Refseq_108	31	36	4	3	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_109	17	18	4	1	0	6	4	2	2	0	0	1	1	0	0	0	0	0.462	0.412	0.49	0.396	0.427	0.208	0.088	0.438	0.207	-0.095	-0.23	1
Refseq_110	7	6	6	1	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_111	31	22	4	0	0	13	6	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_112	53	50	10	3	2	0	0	0	0	0	0	1	1	0	0	0	0	1.383	1.153	1.188	0.782	1.766	-0.028	-0.155	0.527	0.312	-1.152	-0.896	1
Refseq_113	17	22	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1.578	0.958	1.064	0.957	1.859	0.79	0.488	0.765	1.186	0.015	0.148	1
Refseq_114	40	52	4	4	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_115	13	6	6	1	2	0	0	0	0	0	0	1	1	0	0	0	0	-0.379	-0.3	0.014	0.044	-0.067	-0.19	-0.359	-0.572	-0.293	-0.665	-0.263	1
Refseq_116	61	48	10	3	0	6	8	2	6	0	0	1	1	0	0	0	0	0.98	2.311	0.337	0.678	1.59	-0.151	-0.885	0.264	-0.156	-1.018	-1.246	1
Refseq_117	35	28	10	0	0	3	5	0	1	0	0	1	1	0	0	0	0	-1.007	-0.441	-0.131	-0.294	-0.352	0.268	-0.932	-0.151	-0.253	0.539	0.983	1
Refseq_118	13	10	4	1	2	7	13	8	6	6	0	1	1	0	0	0	0	0.486	0.035	0.41	0.483	0.452	-0.25	-0.431	-0.483	-0.364	-0.393	-1.032	1
Refseq_119	38	24	4	2	2	1	1	0	0	0	0	1	1	0	0	0	0	0.47	0.119	0.266	0.66	0.225	-0.16	-0.514	0.214	-0.147	-0.05	-0.353	1
Refseq_120	8	10	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1.294	1.543	1.014	1.277	2.231	0.78	0.52	1.032	1.02	0.061	0.208	1
Refseq_121	57	32	8	5	4	16	26	14	16	14	2	1	1	0	0	0	0	0.067	-0.003	0.144	0.087	0.011	-0.051	-0.069	-0.14	-0.176	-0.068	0.099	1
Refseq_122	20	22	6	1	0	16	15	6	6	2	0	1	1	0	0	0	0	-0.993	-0.657	-0.479	-0.682	-0.539	0.102	0.5	0.975	0.072	0.873	0.729	1
Refseq_123	51	30	20	8	14	0	0	0	0	0	0	1	1	0	0	0	0	-0.329	0.685	-0.049	1.072	1.983	-0.171	-0.736	-0.43	-0.142	-0.565	-0.521	1
Refseq_124	53	52	6	8	2	109	103	16	53	4	0	1	1	0	0	0	0	-0.077	0.184	-0.238	-0.342	-0.291	-0.156	-0.039	0.769	-0.425	0.565	-0.097	1
Refseq_125	24	18	4	2	0	38	51	12	14	0	0	1	1	0	0	0	0	0.532	0.334	0.324	0.001	0.351	-0.03	0.298	-0.666	0.162	0.189	0.32	1
Refseq_126	55	42	6	6	0	94	101	23	50	6	0	1	1	0	0	0	0	0.918	0.702	0.018	-0.063	-0.262	-0.09	-0.181	0.138	0.094	0.814	0.122	1
Refseq_127	120	122	28	21	12	180	188	72	72	42	0	1	1	0	0	0	0	0.188	0.211	0.212	0.273	0.048	0.327	0.698	0.649	0.278	0.428	0.143	1
Refseq_128	10	10	4	2	4	9	8	2	8	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_129	128	84	22	9	4	215	224	48	86	19	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_130	35	46	8	15	8	44	68	12	40	12	0	1	1	0	0	0	0	-0.229	-0.208	-0.166	-0.464	-0.629	0.154	0.463	0.093	0.019	0.583	0.538	1
Refseq_131	41	42	4	6	2	25	46	6	32	0	0	1	1	0	0	0	0	-0.481	-0.088	-0.179	-0.306	-0.147	0.48	0.653	0.627	0.407	0.574	1.039	1
Refseq_132	27	28	10	5	2	32	41	14	30	8	0	1	1	0	0	0	0	0.698	1.583	1.435	1.154	1.061	0.044	-0.015	0.344	0.027	-0.295	-0.44	1
Refseq_133	23	36	10	6	2	39	53	12	42	6	0	1	1	0	0	0	0	0.714	1.332	0.304	0.853	0.338	0.075	0.081	-0.244	-0.027	0.013	0.054	1
Refseq_134	7	8	4	2	2	8	8	10	6	8	0	1	1	0	0	0	0	0.671	0.406	0.709	1.789	0.724	0.04	0.461	0.91	-0.142	-0.134	-0.187	1
Refseq_135	42	50	12	12	8	83	127	32	71	25	0	1	1	0	0	0	0	-0.166	-0.049	-0.243	-0.248	-0.189	0.058	-0.102	0.251	0.045	0.196	-0.037	1
Refseq_136	54	62	8	8	4	14	24	4	20	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_137	28	12	4	3	2	8	12	4	12	4	0	1	1	0	0	0	0	0.091	-0.254	-0.119	-0.271	-0.191	0.074	0.273	-0.271	-0.177	-0.299	-0.063	1
Refseq_138	9	14	6	4	6	2	2	0	2	0	0	1	1	0	0	0	0	0.35	0.243	0.45	0.184	0.434	0.03	0.075	-0.278	0.056	-0.035	0.028	1
Refseq_139	16	24	8	3	2	0	0	0	0	0	0	1	1	0	0	0	0	0.125	0.157	0.134	-0.154	0.486	0.22	0.533	0.33	0.2	0.006	0.114	1
Refseq_140	33	30	8	5	2	72	81	22	51	6	0	1	1	0	0	0	0	-0.525	-0.138	-0.263	-0.513	-0.481	0.295	0.246	-0.137	-0.056	-0.097	-0.203	1
Refseq_141	53	64	4	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0.086	0.026	-0.378	-0.58	-0.673	-0.261	-0.988	-0.106	-0.095	0.857	1.424	1
Refseq_142	50	34	8	2	2	3	0	0	0	0	0	1	1	0	0	0	0	0.612	1.802	1.062	0.517	0.648	0.199	-0.16	-0.036	-0.249	-0.2	-0.438	1
Refseq_143	43	46	12	6	6	0	0	0	0	0	1	1	1	0	0	0	0	0.249	0.309	0.388	0.225	0.295	0.172	0.508	0.014	0.149	0.394	0.223	1
Refseq_144	18	34	10	10	8	36	60	10	31	6	0	1	1	0	0	0	0	-0.083	0.496	0.06	0.104	0.511	0.284	0.131	0.305	0.562	0.303	0.016	1
Refseq_145	94	46	18	5	2	29	44	8	28	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_146	6	8	4	1	2	0	0	0	0	0	0	1	1	0	0	0	0	-0.324	-0.259	-0.277	-0.153	0.071	0.362	0.367	0.935	0.48	-0.046	-0.36	1
Refseq_147	43	34	12	5	2	3	2	0	2	0	0	1	1	0	0	0	0	-0.505	-0.288	-0.386	-0.24	-0.359	0.018	0.248	0.287	-0.019	0.338	0.582	1
Refseq_148	55	70	4	6	0	30	31	17	19	9	1	1	1	0	0	0	0	0.936	1.85	1.193	1.52	0.355	-0.579	-0.323	-0.571	-0.55	-1.271	-1.733	1
Refseq_149	43	32	8	5	8	35	22	6	8	4	0	1	1	0	0	0	0	0.848	0.882	0.635	0.624	1.113	0.299	0.463	0.483	0.574	0.333	0.21	1
Refseq_150	6	10	4	1	2	0	0	0	0	0	0	1	1	0	0	0	0	1.272	0.961	1.326	0.554	0.707	0.072	0.355	0.493	0.263	0.287	0.173	1
Refseq_151	36	24	10	1	0	3	5	0	1	0	0	1	1	0	0	0	0	-1.007	-0.441	-0.131	-0.294	-0.352	0.268	-0.932	-0.151	-0.253	0.539	0.983	1
Refseq_152	117	58	10	3	0	8	4	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_153	70	50	12	5	6	41	54	24	42	20	0	1	1	0	0	0	0	0.659	0.879	0.755	0.76	0.762	0.178	0.366	0.37	0.111	-0.413	-0.448	1
Refseq_154	23	32	4	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_155	6	8	4	4	4	0	0	0	0	0	0	1	1	0	0	0	0	0.12	0.354	0.522	0.456	0.523	0.635	0.461	-0.135	0.423	0.073	0.25	1
Refseq_156	21	32	4	4	2	21	34	13	32	11	1	1	1	0	0	0	0	0.359	0.388	0.205	0.109	0.411	0.21	0.374	0.288	0.459	0.172	0.509	1
Refseq_157	65	44	26	3	4	28	11	2	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_158	13	12	6	4	2	0	0	0	0	0	0	1	1	0	0	0	0	0.045	0.609	-0.021	0.645	1.067	-0.27	-0.201	-0.435	-0.192	-0.254	-0.632	1
Refseq_159	5	6	4	1	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Refseq_160	63	24	4	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0.356	0.35	0.418	1.058	1.15	0.299	0.35	0.335	0.284	0.536	0.393	1
Refseq_161	2	4	4	1	2	5	5	0	5	0	0	1	1	0	0	0	0	0.489	0.214	0.076	0.054	-0.28	0.063	0.133	0.149	-0.006	-0.008	-0.341	1
Refseq_162	25	44	6	5	2	0	0	0	0	0	0	1	1	0	0	0	0	0.24	0.487	0.583	0.579	0.933	0.077	-0.31	-0.5	0.171	0.424	1.678	1
Refseq_163	33	20	12	2	4	5	8	6	2	0	0	1	1	0	0	0	0	0.163	-0.134	0.33	0.456	0.395	0.135	0.303	0.609	0.953	0.297	0.009	1
Refseq_164	48	44	4	6	4	15	22	2	19	2	0	1	1	0	0	0	0	-0.319	-0.503	-0.269	-0.301	-0.422	-0.572	-0.699	-0.671	-0.382	-0.652	-0.194	1
